Institution,Year,AISHE_CODE,UG_cap,PG_cap,UG_M,UG_F,UG_T,PG_M,PG_F,PG_T,TOTAL_M,TOTAL_F,GRAND_TOTAL
 ESI-PGIMSR ESI-Hospital Andheri(E) Mumbai,2018,C-14012,0,66,0,0,0,16,12,28,16,12,28
 Rajashree Chatrapati Shahu Maharaj Government Medical College  Kolhapur,2013,C-14015,650,400,120,152,272,0,0,0,120,152,272
 Rajashree Chatrapati Shahu Maharaj Government Medical College  Kolhapur,2014,C-14015,650,350,232,266,498,0,0,0,232,266,498
 Rajashree Chatrapati Shahu Maharaj Government Medical College  Kolhapur,2015,C-14015,600,300,267,308,575,0,0,0,267,308,575
 Rajashree Chatrapati Shahu Maharaj Government Medical College  Kolhapur,2016,C-14015,550,300,276,308,584,0,0,0,276,308,584
 Rajashree Chatrapati Shahu Maharaj Government Medical College  Kolhapur,2017,C-14015,550,350,303,343,646,0,0,0,303,343,646
 Rajashree Chatrapati Shahu Maharaj Government Medical College  Kolhapur,2018,C-14015,600,400,336,363,699,0,0,0,336,363,699
 Dr Vaishampayan Memorial Medical College  Solapur,2013,C-14018,750,627,134,46,180,0,0,0,134,46,180
 Dr Vaishampayan Memorial Medical College  Solapur,2014,C-14018,750,627,118,89,207,0,0,0,118,89,207
 Dr Vaishampayan Memorial Medical College  Solapur,2017,C-14018,750,638,419,380,799,68,59,127,498,447,945
 Dr Vaishampayan Memorial Medical College  Solapur,2018,C-14018,750,651,395,354,749,65,64,129,471,423,894
 Government Medical College  Miraj,2012,C-14032,0,123,243,257,500,84,31,115,344,309,653
 Government Medical College  Miraj,2013,C-14032,0,123,228,272,500,78,37,115,321,332,653
 Government Medical College  Miraj,2014,C-14032,100,233,252,297,549,79,34,113,354,352,706
 Government Medical College  Miraj,2015,C-14032,200,343,281,318,599,69,35,104,373,372,745
 Government Medical College  Miraj,2017,C-14032,400,470,346,352,698,52,43,95,410,414,824
 Government Medical College  Miraj,2018,C-14032,550,541,418,391,809,55,57,112,484,472,956
 Mahatma Gandhi Institute of Medical Sciences  Sevagram  Wardha,2012,C-14034,325,357,159,112,271,78,65,143,267,196,463
 Mahatma Gandhi Institute of Medical Sciences  Sevagram  Wardha,2013,C-14034,325,360,172,138,310,83,62,145,283,222,505
 Mahatma Gandhi Institute of Medical Sciences  Sevagram  Wardha,2014,C-14034,325,363,161,165,326,87,61,148,270,241,511
 Mahatma Gandhi Institute of Medical Sciences  Sevagram  Wardha,2015,C-14034,325,367,159,166,325,87,61,148,269,244,513
 Mahatma Gandhi Institute of Medical Sciences  Sevagram  Wardha,2016,C-14034,325,368,166,179,345,77,69,146,267,267,534
 Mahatma Gandhi Institute of Medical Sciences  Sevagram  Wardha,2017,C-14034,360,404,166,180,346,70,69,139,263,270,533
 Mahatma Gandhi Institute of Medical Sciences  Sevagram  Wardha,2018,C-14034,395,446,174,167,341,61,60,121,255,246,501
 Padmashri Dr. Vithalrao Vikhe Patil Foundations Medical College  Ahmednagar,2012,C-14045,500,364,13,98,111,3,2,5,16,100,116
 Padmashri Dr. Vithalrao Vikhe Patil Foundations Medical College  Ahmednagar,2013,C-14045,500,401,13,98,111,1,2,3,14,100,114
 Padmashri Dr. Vithalrao Vikhe Patil Foundations Medical College  Ahmednagar,2014,C-14045,500,410,25,98,123,1,3,4,26,101,127
 Padmashri Dr. Vithalrao Vikhe Patil Foundations Medical College  Ahmednagar,2015,C-14045,500,414,1,29,30,0,6,6,1,35,36
 Padmashri Dr. Vithalrao Vikhe Patil Foundations Medical College  Ahmednagar,2016,C-14045,500,417,14,40,54,0,0,0,14,40,54
 Padmashri Dr. Vithalrao Vikhe Patil Foundations Medical College  Ahmednagar,2017,C-14045,550,470,5,130,135,1,7,8,6,137,143
 Padmashri Dr. Vithalrao Vikhe Patil Foundations Medical College  Ahmednagar,2018,C-14045,600,525,19,126,145,1,19,20,20,145,165
 BRD Medical College  Gorakhpur,2013,C-14117,50,149,250,99,349,70,53,123,333,163,496
 Sri Devaraj URS Medical College  Kolar,2013,C-15585,750,549,457,385,842,100,76,176,576,478,1054
 Sri Devaraj URS Medical College  Kolar,2014,C-15585,750,553,521,407,928,93,78,171,624,496,1120
 Sri Devaraj URS Medical College  Kolar,2015,C-15585,750,591,380,403,783,89,75,164,484,499,983
 Sri Devaraj URS Medical College  Kolar,2016,C-15585,750,629,415,348,763,102,98,200,534,465,999
 Sri Devaraj URS Medical College  Kolar,2017,C-15585,750,663,367,301,668,83,77,160,470,394,864
 Sri Devaraj URS Medical College  Kolar,2018,C-15585,750,671,370,329,699,66,83,149,453,430,883
 Dr. D Y Patil Medical College  Kolhapur,2012,C-16170,750,535,207,178,385,42,51,93,261,235,496
 Dr. D Y Patil Medical College  Kolhapur,2013,C-16170,750,542,352,174,526,70,39,109,431,216,647
 Dr. D Y Patil Medical College  Kolhapur,2014,C-16170,750,549,327,192,519,87,47,134,421,244,665
 Dr. D Y Patil Medical College  Kolhapur,2015,C-16170,750,573,325,193,518,89,44,133,422,241,663
 Dr. D Y Patil Medical College  Kolhapur,2016,C-16170,750,592,439,271,710,81,48,129,528,323,851
 Dr. D Y Patil Medical College  Kolhapur,2017,C-16170,750,609,637,302,939,75,46,121,717,353,1070
 Dr. D Y Patil Medical College  Kolhapur,2018,C-16170,750,617,486,268,754,65,44,109,557,318,875
 Saveetha Medical College and Hospital  Kanchipuram,2012,C-16281,750,450,376,524,900,0,0,0,376,524,900
 Saveetha Medical College and Hospital  Kanchipuram,2013,C-16281,750,459,385,515,900,0,0,0,385,515,900
 Saveetha Medical College and Hospital  Kanchipuram,2014,C-16281,750,497,376,524,900,25,15,40,401,539,940
 Saveetha Medical College and Hospital  Kanchipuram,2015,C-16281,750,551,376,524,900,25,15,40,401,539,940
 Saveetha Medical College and Hospital  Kanchipuram,2016,C-16281,750,598,376,524,900,25,15,40,401,539,940
 Saveetha Medical College and Hospital  Kanchipuram,2017,C-16281,750,616,374,526,900,16,19,35,390,545,935
 Saveetha Medical College and Hospital  Kanchipuram,2018,C-16281,750,618,372,528,900,6,32,38,378,560,938
 Burdwan Medical College  Burdwan,2012,C-16374,0,282,356,132,488,119,37,156,475,169,644
 Burdwan Medical College  Burdwan,2013,C-16374,0,287,350,138,488,163,49,212,513,187,700
 Burdwan Medical College  Burdwan,2014,C-16374,100,398,361,179,540,182,47,229,543,226,769
 Burdwan Medical College  Burdwan,2015,C-16374,200,508,393,203,596,207,38,245,600,241,841
 Burdwan Medical College  Burdwan,2016,C-16374,300,624,424,225,649,224,37,261,657,262,919
 Burdwan Medical College  Burdwan,2017,C-16374,400,682,476,224,700,233,38,271,715,262,977
 Burdwan Medical College  Burdwan,2018,C-16374,550,790,484,266,750,188,178,366,672,444,1116
 College of Medicine and Sagore Dutta Hospital  Kolkata,2012,C-16379,500,300,54,42,96,0,0,0,54,42,96
 College of Medicine and Sagore Dutta Hospital  Kolkata,2013,C-16379,500,300,116,80,196,0,0,0,116,80,196
 College of Medicine and Sagore Dutta Hospital  Kolkata,2014,C-16379,500,300,232,164,396,0,0,0,232,164,396
 College of Medicine and Sagore Dutta Hospital  Kolkata,2015,C-16379,500,300,232,164,396,0,0,0,232,164,396
 College of Medicine and Sagore Dutta Hospital  Kolkata,2016,C-16379,500,300,319,202,521,0,0,0,319,202,521
 College of Medicine and Sagore Dutta Hospital  Kolkata,2017,C-16379,500,300,294,205,499,0,0,0,294,205,499
 College of Medicine and Sagore Dutta Hospital  Kolkata,2018,C-16379,500,300,271,229,500,0,0,0,271,229,500
 College of Medicine and JNM Hospital Kalyani Nadia,2012,C-16382,300,300,130,67,197,0,0,0,130,67,197
 College of Medicine and JNM Hospital Kalyani Nadia,2013,C-16382,400,300,249,148,397,0,0,0,249,148,397
 College of Medicine and JNM Hospital Kalyani Nadia,2014,C-16382,500,300,249,148,397,0,0,0,249,148,397
 College of Medicine and JNM Hospital Kalyani Nadia,2015,C-16382,500,300,312,185,497,0,0,0,312,185,497
 College of Medicine and JNM Hospital Kalyani Nadia,2016,C-16382,500,300,401,186,587,0,0,0,401,186,587
 College of Medicine and JNM Hospital Kalyani Nadia,2017,C-16382,500,300,300,197,497,0,0,0,300,197,497
 College of Medicine and JNM Hospital Kalyani Nadia,2018,C-16382,500,300,306,200,506,0,0,0,316,207,523
 KPC Medical College Jadavpur Kolkata,2012,C-16383,750,450,428,322,750,0,0,0,428,322,750
 KPC Medical College Jadavpur Kolkata,2013,C-16383,750,456,431,319,750,0,0,0,431,319,750
 KPC Medical College Jadavpur Kolkata,2014,C-16383,750,469,421,329,750,3,4,7,424,333,757
 KPC Medical College Jadavpur Kolkata,2015,C-16383,750,484,413,337,750,13,15,28,426,352,778
 KPC Medical College Jadavpur Kolkata,2016,C-16383,750,493,394,356,750,17,18,35,411,374,785
 KPC Medical College Jadavpur Kolkata,2017,C-16383,750,503,463,287,750,42,18,60,505,305,810
 KPC Medical College Jadavpur Kolkata,2018,C-16383,750,535,517,233,750,35,25,60,552,258,810
 Bankura Sammilani Medical College  Bankura,2014,C-16386,100,243,385,215,600,106,33,139,491,248,739
 Bankura Sammilani Medical College  Bankura,2015,C-16386,200,365,435,215,650,108,37,145,543,252,795
 Bankura Sammilani Medical College  Bankura,2016,C-16386,300,465,435,215,650,108,35,143,543,250,793
 Bankura Sammilani Medical College  Bankura,2017,C-16386,400,503,497,253,750,103,44,147,600,297,897
 Bankura Sammilani Medical College  Bankura,2018,C-16386,550,593,449,301,750,77,70,147,526,371,897
 Dr. B.C. Roy Memorial Hospital for Children  Kolkata,2012,C-16387,0,32,0,0,0,3,1,4,5,3,8
 Dr. B C Roy Post Graduate Institute of Paediatric Sciences Kolkata,2012,C-16387,0,12,0,0,0,3,1,4,5,3,8
 Dr. B.C. Roy Memorial Hospital for Children  Kolkata,2013,C-16387,0,12,0,0,0,8,1,9,15,5,20
 Dr. B C Roy Post Graduate Institute of Paediatric Sciences Kolkata,2013,C-16387,0,12,0,0,0,8,1,9,15,5,20
 Dr. B.C. Roy Memorial Hospital for Children  Kolkata,2014,C-16387,0,12,0,0,0,9,2,11,16,3,19
 Dr. B C Roy Post Graduate Institute of Paediatric Sciences Kolkata,2014,C-16387,0,12,0,0,0,9,2,11,16,3,19
 Dr. B.C. Roy Memorial Hospital for Children  Kolkata,2016,C-16387,0,12,0,0,0,9,3,12,13,7,20
 Dr. B C Roy Post Graduate Institute of Paediatric Sciences Kolkata,2016,C-16387,0,12,0,0,0,9,3,12,13,7,20
 Dr. B.C. Roy Memorial Hospital for Children  Kolkata,2017,C-16387,0,12,0,0,0,29,31,60,52,48,100
 Dr. B C Roy Post Graduate Institute of Paediatric Sciences Kolkata,2017,C-16387,0,12,0,0,0,29,31,60,52,48,100
 Dr. B.C. Roy Memorial Hospital for Children  Kolkata,2018,C-16387,0,12,0,0,0,35,25,60,58,42,100
 Dr. B C Roy Post Graduate Institute of Paediatric Sciences Kolkata,2018,C-16387,0,12,0,0,0,35,25,60,58,42,100
 All India Institute of Hygiene & Public Health  Kolkata,2012,C-16390,0,30,0,0,0,42,61,103,229,155,384
 All India Institute of Hygiene & Public Health  Kolkata,2013,C-16390,0,30,0,0,0,44,55,99,197,156,353
 All India Institute of Hygiene & Public Health  Kolkata,2014,C-16390,0,30,0,0,0,36,53,89,143,137,280
 All India Institute of Hygiene & Public Health  Kolkata,2015,C-16390,0,30,0,0,0,18,48,66,73,118,191
 All India Institute of Hygiene & Public Health  Kolkata,2016,C-16390,0,30,0,0,0,20,48,68,38,117,155
 All India Institute of Hygiene & Public Health  Kolkata,2017,C-16390,0,30,0,0,0,26,49,75,43,125,168
 All India Institute of Hygiene & Public Health  Kolkata,2018,C-16390,0,30,0,0,0,28,53,81,56,116,172
 Calcutta National Medical College  Kolkata,2012,C-16391,0,177,475,275,750,186,0,186,661,275,936
 Calcutta National Medical College  Kolkata,2013,C-16391,150,336,412,338,750,186,0,186,598,338,936
 Calcutta National Medical College  Kolkata,2014,C-16391,300,488,0,0,0,58,0,58,58,0,58
 Calcutta National Medical College  Kolkata,2015,C-16391,450,640,0,0,0,58,0,58,58,0,58
 Calcutta National Medical College  Kolkata,2016,C-16391,600,658,457,289,746,113,59,172,577,349,926
 Calcutta National Medical College  Kolkata,2017,C-16391,800,754,486,264,750,101,79,180,602,348,950
 Calcutta National Medical College  Kolkata,2018,C-16391,850,854,473,277,750,114,66,180,600,350,950
 Chittaranjan Seva Sadan Hospital  Kolkata,2012,C-16401,0,12,0,0,0,3,9,12,7,9,16
 Chittaranjan Seva Sadan Hospital  Kolkata,2013,C-16401,0,18,0,0,0,2,2,4,5,3,8
 Chittaranjan Seva Sadan Hospital  Kolkata,2014,C-16401,0,18,0,0,0,5,7,12,9,11,20
 Chittaranjan Seva Sadan Hospital  Kolkata,2015,C-16401,0,18,0,0,0,6,6,12,9,11,20
 Chittaranjan Seva Sadan Hospital  Kolkata,2016,C-16401,0,18,0,0,0,7,4,11,12,7,19
 Chittaranjan Seva Sadan Hospital  Kolkata,2017,C-16401,0,36,0,0,0,67,53,120,110,90,200
 Chittaranjan Seva Sadan Hospital  Kolkata,2018,C-16401,0,54,0,0,0,67,53,120,111,89,200
 Midnapore Medical College  Midnapore,2012,C-16404,500,345,471,29,500,10,4,14,481,33,514
 Midnapore Medical College  Midnapore,2015,C-16404,500,369,221,336,557,54,0,54,275,336,611
 Midnapore Medical College  Midnapore,2016,C-16404,500,369,367,133,500,10,8,18,377,141,518
 Midnapore Medical College  Midnapore,2017,C-16404,550,419,384,216,600,128,52,180,512,268,780
 Midnapore Medical College  Midnapore,2018,C-16404,550,419,351,249,600,128,52,180,479,301,780
 Malda Medical College & Hospital  Malda,2014,C-16407,400,300,283,108,391,0,0,0,283,108,391
 Malda Medical College & Hospital  Malda,2015,C-16407,500,300,353,133,486,0,0,0,353,133,486
 Malda Medical College & Hospital  Malda,2016,C-16407,500,300,342,131,473,0,0,0,342,131,473
 Malda Medical College & Hospital  Malda,2017,C-16407,500,300,389,111,500,0,0,0,389,111,500
 Malda Medical College & Hospital  Malda,2018,C-16407,500,300,355,136,491,0,0,0,355,136,491
 Command Hospital  Kolkata,2012,C-16409,0,105,0,0,0,66,13,79,66,213,279
 Command Hospital  Kolkata,2013,C-16409,0,105,0,0,0,66,17,83,66,17,83
 Command Hospital  Kolkata,2014,C-16409,0,105,0,116,116,48,16,64,48,132,180
 Command Hospital  Kolkata,2017,C-16409,0,105,600,0,600,0,0,0,600,0,600
 Command Hospital  Kolkata,2018,C-16409,0,107,600,0,600,0,0,0,600,0,600
 RG Kar Medical College  Kolkata,2012,C-16416,0,446,532,215,747,206,80,286,761,296,1057
 RG Kar Medical College  Kolkata,2013,C-16416,150,597,440,170,610,214,102,316,666,272,938
 RG Kar Medical College  Kolkata,2014,C-16416,300,758,529,272,801,199,92,291,737,364,1101
 RG Kar Medical College  Kolkata,2015,C-16416,450,920,597,303,900,192,108,300,799,411,1210
 RG Kar Medical College  Kolkata,2016,C-16416,600,934,606,343,949,219,110,329,837,453,1290
 RG Kar Medical College  Kolkata,2017,C-16416,800,1031,598,346,944,206,105,311,815,451,1266
 RG Kar Medical College  Kolkata,2018,C-16416,850,1127,571,429,1000,54,66,120,630,502,1132
 Medical College  Kolkata,2012,C-16424,1250,1257,754,211,965,314,101,415,1159,350,1509
 Medical College  Kolkata,2013,C-16424,1250,1277,754,211,965,314,101,415,1159,350,1509
 Medical College  Kolkata,2014,C-16424,1250,1293,930,330,1260,407,142,549,1418,510,1928
 Medical College  Kolkata,2015,C-16424,1250,1307,879,275,1154,172,68,240,1142,381,1523
 Medical College  Kolkata,2016,C-16424,1250,1317,940,307,1247,64,53,117,1080,373,1453
 Medical College  Kolkata,2017,C-16424,1250,1364,932,314,1246,89,58,147,1095,397,1492
 Medical College  Kolkata,2018,C-16424,1250,1431,735,515,1250,236,199,435,1067,771,1838
 Employees State Insurance Corporation Medical College  Joka  Kolkata,2012,C-16426,0,45,0,0,0,1,1,2,1,1,2
 Employees State Insurance Corporation Medical College  Joka  Kolkata,2013,C-16426,100,112,0,0,0,3,1,4,3,1,4
 Employees State Insurance Corporation Medical College  Joka  Kolkata,2014,C-16426,200,212,0,0,0,6,0,6,6,0,6
 Employees State Insurance Corporation Medical College  Joka  Kolkata,2015,C-16426,300,312,0,0,0,6,0,6,6,0,6
 Employees State Insurance Corporation Medical College  Joka  Kolkata,2016,C-16426,400,312,232,368,600,4,2,6,236,370,606
 Employees State Insurance Corporation Medical College  Joka  Kolkata,2017,C-16426,500,320,275,325,600,7,23,30,282,348,630
 Employees State Insurance Corporation Medical College  Joka  Kolkata,2018,C-16426,500,328,299,301,600,15,15,30,314,316,630
 Institute of Postgraduate Medical Education & Research  Kolkata,2012,C-16428,500,865,680,0,680,540,0,540,1312,0,1312
 Institute of Postgraduate Medical Education & Research  Kolkata,2013,C-16428,500,883,680,0,680,590,0,590,1361,0,1361
 Institute of Postgraduate Medical Education & Research  Kolkata,2014,C-16428,500,906,722,0,722,597,0,597,1407,0,1407
 Institute of Postgraduate Medical Education & Research  Kolkata,2015,C-16428,500,923,774,0,774,605,0,605,1445,0,1445
 Institute of Postgraduate Medical Education & Research  Kolkata,2016,C-16428,500,938,826,0,826,597,0,597,1458,0,1458
 Institute of Postgraduate Medical Education & Research  Kolkata,2017,C-16428,500,953,644,336,980,402,213,615,1075,560,1635
 Institute of Postgraduate Medical Education & Research  Kolkata,2018,C-16428,550,1022,790,360,1150,516,216,732,1320,648,1968
 Institute of Child Health  Kolkata,2012,C-16446,0,6,0,0,0,6,2,8,26,11,37
 Institute of Child Health  Kolkata,2013,C-16446,0,6,0,0,0,6,3,9,25,13,38
 Institute of Child Health  Kolkata,2015,C-16446,0,10,0,0,0,11,6,17,26,19,45
 Institute of Child Health  Kolkata,2016,C-16446,0,12,0,0,0,12,6,18,27,19,46
 Institute of Child Health  Kolkata,2017,C-16446,0,12,0,0,0,9,4,13,27,16,43
 Institute of Child Health  Kolkata,2018,C-16446,0,14,0,0,0,12,6,18,26,21,47
 Vivekananda Institute of Medical Sciences  Kolkata,2012,C-16450,0,69,36,19,55,29,14,43,75,33,108
 Vivekananda Institute of Medical Sciences  Kolkata,2013,C-16450,0,69,40,21,61,36,22,58,87,44,131
 Vivekananda Institute of Medical Sciences  Kolkata,2014,C-16450,0,72,50,25,75,47,15,62,107,43,150
 Vivekananda Institute of Medical Sciences  Kolkata,2015,C-16450,0,75,49,33,82,45,20,65,105,55,160
 Vivekananda Institute of Medical Sciences  Kolkata,2016,C-16450,0,78,47,41,88,46,19,65,103,61,164
 Vivekananda Institute of Medical Sciences  Kolkata,2017,C-16450,0,78,53,59,112,43,22,65,105,82,187
 Vivekananda Institute of Medical Sciences  Kolkata,2018,C-16450,0,80,129,23,152,38,25,63,174,55,229
 School of Tropical Medicine  Kolkata,2012,C-16455,0,45,0,0,0,27,24,51,63,54,117
 School of Tropical Medicine  Kolkata,2013,C-16455,0,48,0,0,0,32,23,55,75,54,129
 School of Tropical Medicine  Kolkata,2014,C-16455,0,50,0,0,0,47,14,61,96,50,146
 School of Tropical Medicine  Kolkata,2015,C-16455,0,52,0,0,0,40,25,65,117,75,192
 School of Tropical Medicine  Kolkata,2016,C-16455,0,54,0,0,0,32,27,59,150,100,250
 School of Tropical Medicine  Kolkata,2017,C-16455,0,54,0,0,0,51,24,75,174,111,285
 School of Tropical Medicine  Kolkata,2018,C-16455,0,54,0,0,0,40,35,75,168,117,285
 Lokopriya Gopinath Bordoloi Regional Institute of Mental Health  Tezpur,2012,C-17267,200,6,0,0,0,8,17,25,14,31,45
 Lokopriya Gopinath Bordoloi Regional Institute of Mental Health  Tezpur,2013,C-17267,100,6,0,0,0,9,20,29,15,37,52
 Lokopriya Gopinath Bordoloi Regional Institute of Mental Health  Tezpur,2014,C-17267,0,6,0,0,0,10,19,29,16,38,54
 Lokopriya Gopinath Bordoloi Regional Institute of Mental Health  Tezpur,2015,C-17267,0,6,0,0,0,10,19,29,16,41,57
 Lokopriya Gopinath Bordoloi Regional Institute of Mental Health  Tezpur,2016,C-17267,0,6,0,0,0,6,24,30,15,45,60
 Lokopriya Gopinath Bordoloi Regional Institute of Mental Health  Tezpur,2017,C-17267,0,11,0,0,0,6,24,30,15,49,64
 Lokopriya Gopinath Bordoloi Regional Institute of Mental Health  Tezpur,2018,C-17267,0,16,0,0,0,7,27,34,12,57,69
 Dr. B. Borooah Cancer Institute (Regional Cancer Centre)  Guwahati,2013,C-17283,0,131,0,0,0,0,0,0,3,1,4
 Dr. B. Borooah Cancer Institute (Regional Cancer Centre)  Guwahati,2014,C-17283,0,70,0,0,0,2,0,2,24,13,37
 Dr. B. Borooah Cancer Institute (Regional Cancer Centre)  Guwahati,2015,C-17283,0,6,0,0,0,3,0,3,33,15,48
 Dr. B. Borooah Cancer Institute (Regional Cancer Centre)  Guwahati,2016,C-17283,0,9,0,0,0,4,1,5,62,27,89
 Dr. B. Borooah Cancer Institute (Regional Cancer Centre)  Guwahati,2017,C-17283,0,14,0,0,0,3,2,5,72,27,99
 Dr. B. Borooah Cancer Institute (Regional Cancer Centre)  Guwahati,2018,C-17283,0,19,0,0,0,1,4,5,73,28,101
 Gauhati Medical College  Guwahati,2012,C-17298,780,866,440,340,780,255,138,393,741,501,1242
 Gauhati Medical College  Guwahati,2013,C-17298,780,878,455,320,775,228,165,393,735,502,1237
 Gauhati Medical College  Guwahati,2014,C-17298,780,892,480,290,770,216,162,378,735,472,1207
 Gauhati Medical College  Guwahati,2015,C-17298,780,912,480,290,770,216,162,378,735,472,1207
 Gauhati Medical College  Guwahati,2016,C-17298,780,934,500,280,780,231,147,378,770,442,1212
 Gauhati Medical College  Guwahati,2017,C-17298,780,988,500,280,780,201,144,345,734,435,1169
 K S Hegde Medical Academy  Mangalore,2012,C-19319,750,576,289,270,559,66,46,112,355,316,671
 K S Hegde Medical Academy  Mangalore,2013,C-19319,750,584,283,292,575,78,54,132,361,346,707
 K S Hegde Medical Academy  Mangalore,2014,C-19319,750,612,283,298,581,102,76,178,385,374,759
 K S Hegde Medical Academy  Mangalore,2015,C-19319,750,650,283,299,582,131,87,218,414,386,800
 K S Hegde Medical Academy  Mangalore,2016,C-19319,750,688,327,375,702,96,102,198,423,477,900
 K S Hegde Medical Academy  Mangalore,2017,C-19319,750,701,316,400,716,100,113,213,416,513,929
 K S Hegde Medical Academy  Mangalore,2018,C-19319,750,729,306,416,722,106,105,211,412,521,933
 Government Medical College  Srinagar,2012,C-21456,0,153,356,358,714,195,101,296,592,487,1079
 Government Medical College  Srinagar,2013,C-21456,100,270,255,240,495,152,77,229,434,337,771
 Government Medical College  Srinagar,2014,C-21456,200,403,277,268,545,137,80,217,430,374,804
 Government Medical College  Srinagar,2015,C-21456,300,538,301,294,595,138,80,218,457,400,857
 Government Medical College  Srinagar,2016,C-21456,400,575,322,324,646,144,71,215,476,426,902
 Government Medical College  Srinagar,2017,C-21456,550,678,347,350,697,130,79,209,493,454,947
 Government Medical College  Srinagar,2018,C-21456,600,817,367,380,747,167,116,283,559,518,1077
 Government Medical College (Prev.Uttarakhand Forest Hospital Trust Med.Col.)  Haldwani,2012,C-21899,500,370,238,235,473,14,11,25,252,246,498
 Government Medical College (Prev.Uttarakhand Forest Hospital Trust Med.Col.)  Haldwani,2013,C-21899,500,413,245,246,491,29,21,50,274,267,541
 Government Medical College (Prev.Uttarakhand Forest Hospital Trust Med.Col.)  Haldwani,2014,C-21899,500,421,0,0,0,51,43,94,51,43,94
 Government Medical College (Prev.Uttarakhand Forest Hospital Trust Med.Col.)  Haldwani,2015,C-21899,500,429,210,290,500,50,47,97,260,337,597
 Government Medical College (Prev.Uttarakhand Forest Hospital Trust Med.Col.)  Haldwani,2016,C-21899,500,429,210,290,500,50,47,97,260,337,597
 Government Medical College (Prev.Uttarakhand Forest Hospital Trust Med.Col.)  Haldwani,2017,C-21899,500,459,208,292,500,41,50,91,249,342,591
 Government Medical College (Prev.Uttarakhand Forest Hospital Trust Med.Col.)  Haldwani,2018,C-21899,500,497,211,289,500,54,62,116,265,351,616
 Lady Hardinge Medical College  New Delhi,2012,C-22461,1000,898,0,932,932,149,164,313,149,1096,1245
 Lady Hardinge Medical College  New Delhi,2013,C-22461,1000,909,0,866,866,169,195,364,176,1062,1238
 Lady Hardinge Medical College  New Delhi,2014,C-22461,1000,924,0,913,913,159,204,363,169,1118,1287
 Lady Hardinge Medical College  New Delhi,2015,C-22461,1000,937,0,970,970,154,211,365,168,1183,1351
 Lady Hardinge Medical College  New Delhi,2016,C-22461,1000,965,0,1013,1013,184,181,365,202,1196,1398
 Lady Hardinge Medical College  New Delhi,2017,C-22461,1000,993,0,1006,1006,151,215,366,170,1225,1395
 Lady Hardinge Medical College  New Delhi,2018,C-22461,1000,1020,0,997,997,162,204,366,179,1205,1384
 Government Medical College  Jammu,2013,C-22895,100,367,33,35,68,0,0,0,33,35,68
 Government Medical College  Jammu,2014,C-22895,200,484,75,75,150,0,0,0,75,75,150
 Government Medical College  Jammu,2015,C-22895,300,606,276,273,549,106,160,266,382,433,815
 Government Medical College  Jammu,2016,C-22895,400,638,301,298,599,0,0,0,301,298,599
 Government Medical College  Jammu,2017,C-22895,550,719,347,349,696,108,165,273,455,514,969
 Government Medical College  Jammu,2018,C-22895,600,810,0,0,0,130,174,304,130,174,304
 Acharya Shri Chander College of Medical Sciences  Jammu,2012,C-22936,500,300,301,199,500,34,20,54,335,219,554
 Acharya Shri Chander College of Medical Sciences  Jammu,2013,C-22936,500,300,301,199,500,34,20,54,335,219,554
 Acharya Shri Chander College of Medical Sciences  Jammu,2014,C-22936,500,300,280,220,500,34,20,54,314,240,554
