Institution,Year,AISHE_CODE,UG_cap,PG_cap,UG_M,UG_F,UG_T,PG_M,PG_F,PG_T,TOTAL_M,TOTAL_F,GRAND_TOTAL
 Government Medical College  Mysore,2012,C-40067,750,681,290,238,528,121,86,207,449,364,813
 Government Medical College  Mysore,2013,C-40067,750,687,358,266,624,144,98,242,543,400,943
 Government Medical College  Mysore,2015,C-40067,750,715,419,281,700,142,104,246,596,428,1024
 Government Medical College  Mysore,2016,C-40067,750,728,463,287,750,146,99,245,640,433,1073
 Government Medical College  Mysore,2017,C-40067,750,745,438,241,679,104,105,209,570,388,958
 Government Medical College  Mysore,2018,C-40067,750,765,462,288,750,66,30,96,556,361,917
 Khaja Banda Nawaz Institute of Medical Sciences  Gulbarga,2012,C-40070,500,300,55,45,100,0,0,0,55,45,100
 Khaja Banda Nawaz Institute of Medical Sciences  Gulbarga,2013,C-40070,500,300,319,222,541,0,0,0,319,222,541
 Khaja Banda Nawaz Institute of Medical Sciences  Gulbarga,2015,C-40070,500,340,316,171,487,0,0,0,316,171,487
 Khaja Banda Nawaz Institute of Medical Sciences  Gulbarga,2016,C-40070,500,372,316,171,487,13,4,17,329,175,504
 Khaja Banda Nawaz Institute of Medical Sciences  Gulbarga,2017,C-40070,500,398,216,275,491,25,11,36,241,286,527
 Khaja Banda Nawaz Institute of Medical Sciences  Gulbarga,2018,C-40070,500,403,206,171,377,35,13,48,241,184,425
 S S Institute of Medical Sciences& Research Centre  Davangere,2012,C-40117,750,532,308,292,600,4,12,16,312,304,616
 S S Institute of Medical Sciences& Research Centre  Davangere,2013,C-40117,750,592,284,290,574,51,43,94,335,333,668
 S S Institute of Medical Sciences& Research Centre  Davangere,2014,C-40117,750,642,320,255,575,54,45,99,374,300,674
 S S Institute of Medical Sciences& Research Centre  Davangere,2015,C-40117,750,660,0,0,0,80,50,130,80,50,130
 S S Institute of Medical Sciences& Research Centre  Davangere,2016,C-40117,750,673,314,302,616,83,52,135,397,354,751
 S S Institute of Medical Sciences& Research Centre  Davangere,2017,C-40117,750,674,331,338,669,82,55,137,413,393,806
 S S Institute of Medical Sciences& Research Centre  Davangere,2018,C-40117,750,676,349,358,707,73,61,134,422,419,841
 Bidar Institute of Medical Sciences Bidar,2012,C-40130,500,316,190,212,402,13,0,13,203,212,415
 Bidar Institute of Medical Sciences Bidar,2013,C-40130,500,324,190,212,402,14,0,14,204,212,416
 MVJ Medical College and Research Hospital  Bangalore,2012,C-40141,500,411,230,320,550,68,33,101,309,362,671
 MVJ Medical College and Research Hospital  Bangalore,2013,C-40141,500,411,232,318,550,64,35,99,308,366,674
 MVJ Medical College and Research Hospital  Bangalore,2014,C-40141,500,414,214,336,550,68,47,115,292,399,691
 MVJ Medical College and Research Hospital  Bangalore,2015,C-40141,500,422,217,333,550,69,55,124,297,403,700
 MVJ Medical College and Research Hospital  Bangalore,2016,C-40141,500,430,244,356,600,72,55,127,331,424,755
 MVJ Medical College and Research Hospital  Bangalore,2017,C-40141,500,435,320,330,650,83,59,142,415,405,820
 MVJ Medical College and Research Hospital  Bangalore,2018,C-40141,550,494,336,364,700,79,67,146,425,448,873
 Adichunchanagiri Institute of Medical Sciences Bellur,2012,C-40144,0,104,310,290,600,61,21,82,407,311,718
 Adichunchanagiri Institute of Medical Sciences Bellur,2013,C-40144,100,243,292,308,600,62,35,97,380,351,731
 Adichunchanagiri Institute of Medical Sciences Bellur,2014,C-40144,200,353,297,353,650,75,54,129,390,422,812
 Adichunchanagiri Institute of Medical Sciences Bellur,2015,C-40144,300,465,307,393,700,79,59,138,401,468,869
 Adichunchanagiri Institute of Medical Sciences Bellur,2016,C-40144,400,474,325,425,750,80,59,139,416,502,918
 Adichunchanagiri Institute of Medical Sciences Bellur,2017,C-40144,550,530,353,447,800,76,63,139,442,526,968
 Adichunchanagiri Institute of Medical Sciences Bellur,2018,C-40144,600,589,369,481,850,76,57,133,453,557,1010
 Kidwai Memorial Institute of Oncology  Bangalore,2012,C-40160,0,54,28,21,49,34,13,47,70,42,112
 Kidwai Memorial Institute of Oncology  Bangalore,2013,C-40160,0,54,40,19,59,41,14,55,92,40,132
 Kidwai Memorial Institute of Oncology  Bangalore,2014,C-40160,0,55,30,25,55,18,12,30,53,48,101
 Kidwai Memorial Institute of Oncology  Bangalore,2015,C-40160,0,56,33,30,63,41,39,80,82,84,166
 Kidwai Memorial Institute of Oncology  Bangalore,2016,C-40160,0,60,26,41,67,43,44,87,83,107,190
 Kidwai Memorial Institute of Oncology  Bangalore,2017,C-40160,0,72,56,98,154,52,43,95,114,159,273
 Kidwai Memorial Institute of Oncology  Bangalore,2018,C-40160,0,84,104,131,235,68,59,127,181,204,385
 Raichur Institute of Medical Sciences Raichur,2012,C-40162,500,310,51,49,100,0,0,0,51,49,100
 Raichur Institute of Medical Sciences Raichur,2013,C-40162,500,320,59,41,100,0,0,0,59,41,100
 Raichur Institute of Medical Sciences Raichur,2015,C-40162,500,330,53,46,99,0,0,0,53,46,99
 Raichur Institute of Medical Sciences Raichur,2016,C-40162,500,330,54,46,100,0,0,0,54,46,100
 Raichur Institute of Medical Sciences Raichur,2017,C-40162,550,380,61,39,100,0,0,0,61,39,100
 Raichur Institute of Medical Sciences Raichur,2018,C-40162,600,434,79,77,156,0,0,0,79,77,156
 Hassan Institute of Medical Sciences  Hassan,2012,C-40164,500,308,357,243,600,0,2,2,357,245,602
 Hassan Institute of Medical Sciences  Hassan,2013,C-40164,500,312,313,284,597,0,2,2,313,286,599
 Hassan Institute of Medical Sciences  Hassan,2015,C-40164,500,342,151,149,300,0,10,10,151,159,310
 Hassan Institute of Medical Sciences  Hassan,2016,C-40164,500,357,144,156,300,2,11,13,146,167,313
 Hassan Institute of Medical Sciences  Hassan,2017,C-40164,550,407,250,250,500,8,23,31,258,273,531
 Mandya Institute of Medical Sciences  Mandya,2012,C-40177,500,326,0,0,0,45,54,99,45,54,99
 Mandya Institute of Medical Sciences  Mandya,2013,C-40177,500,339,237,261,498,4,14,18,241,275,516
 Mandya Institute of Medical Sciences  Mandya,2017,C-40177,550,441,251,247,498,0,0,0,251,247,498
 Mandya Institute of Medical Sciences  Mandya,2018,C-40177,600,525,265,283,548,0,0,0,265,283,548
 Dr BR Ambedkar Medical College  Bangalore,2012,C-40195,500,392,4,8,12,0,0,0,4,8,12
 Dr BR Ambedkar Medical College  Bangalore,2013,C-40195,500,397,9,13,22,0,0,0,9,13,22
 Dr BR Ambedkar Medical College  Bangalore,2014,C-40195,500,399,6,20,26,0,0,0,6,20,26
 Dr BR Ambedkar Medical College  Bangalore,2015,C-40195,500,401,7,21,28,0,0,0,7,21,28
 Dr BR Ambedkar Medical College  Bangalore,2016,C-40195,500,403,8,24,32,0,0,0,8,24,32
 Dr BR Ambedkar Medical College  Bangalore,2017,C-40195,500,405,9,31,40,0,0,0,9,31,40
 Dr BR Ambedkar Medical College  Bangalore,2018,C-40195,500,419,12,41,53,0,0,0,12,41,53
 Father Mullers Institue of Medical Education and Research  Mangalore,2012,C-40208,0,163,214,386,600,71,69,140,298,470,768
 Father Mullers Institue of Medical Education and Research  Mangalore,2013,C-40208,100,269,227,423,650,98,86,184,338,524,862
 Father Mullers Institue of Medical Education and Research  Mangalore,2014,C-40208,200,387,232,467,699,119,80,199,366,560,926
 Father Mullers Institue of Medical Education and Research  Mangalore,2015,C-40208,300,511,244,506,750,117,103,220,373,623,996
 Father Mullers Institue of Medical Education and Research  Mangalore,2016,C-40208,400,533,237,513,750,112,116,228,360,644,1004
 Father Mullers Institue of Medical Education and Research  Mangalore,2017,C-40208,550,593,270,530,800,107,124,231,389,668,1057
 Father Mullers Institue of Medical Education and Research  Mangalore,2018,C-40208,600,660,305,545,850,97,128,225,413,688,1101
 K V G Medical College  Sullia,2012,C-40294,500,412,240,215,455,52,37,89,293,252,545
 K V G Medical College  Sullia,2015,C-40294,500,430,198,264,462,49,55,104,247,319,566
 K V G Medical College  Sullia,2016,C-40294,500,439,209,290,499,49,55,104,258,345,603
 K V G Medical College  Sullia,2017,C-40294,500,444,202,298,500,51,46,97,253,344,597
 K V G Medical College  Sullia,2018,C-40294,500,449,212,277,489,46,47,93,258,324,582
 Shimoga Institute of Medical Sciences Shimoga,2012,C-40333,500,322,250,249,499,2,1,3,252,250,502
 Shimoga Institute of Medical Sciences Shimoga,2013,C-40333,500,334,260,239,499,8,3,11,268,242,510
 Shimoga Institute of Medical Sciences Shimoga,2015,C-40333,500,336,324,273,597,11,12,23,335,285,620
 S. Nijalingappa Medical College & HSK Hospital & Research Centre  Bagalkot,2012,C-40338,500,385,1059,869,1928,16,31,47,1078,901,1979
 S. Nijalingappa Medical College & HSK Hospital & Research Centre  Bagalkot,2013,C-40338,500,411,1265,987,2252,41,36,77,1312,1025,2337
 S. Nijalingappa Medical College & HSK Hospital & Research Centre  Bagalkot,2014,C-40338,500,420,1237,983,2220,53,43,96,1296,1028,2324
 S. Nijalingappa Medical College & HSK Hospital & Research Centre  Bagalkot,2015,C-40338,500,437,1352,1042,2394,56,39,95,1414,1082,2496
 S. Nijalingappa Medical College & HSK Hospital & Research Centre  Bagalkot,2016,C-40338,500,459,2309,1894,4203,59,49,108,2371,1946,4317
 S. Nijalingappa Medical College & HSK Hospital & Research Centre  Bagalkot,2017,C-40338,500,481,2109,1935,4044,58,51,109,2170,1991,4161
 S. Nijalingappa Medical College & HSK Hospital & Research Centre  Bagalkot,2018,C-40338,550,575,2087,1681,3768,59,53,112,2150,1737,3887
 M S Ramaiah Medical College  Bangalore,2012,C-40345,750,649,353,657,1010,120,156,276,497,842,1339
 M S Ramaiah Medical College  Bangalore,2013,C-40345,750,675,346,662,1008,117,156,273,489,843,1332
 M S Ramaiah Medical College  Bangalore,2014,C-40345,750,701,320,420,740,106,143,249,458,582,1040
 M S Ramaiah Medical College  Bangalore,2015,C-40345,750,728,292,453,745,101,154,255,420,635,1055
 M S Ramaiah Medical College  Bangalore,2016,C-40345,750,760,371,505,876,101,126,227,498,656,1154
 M S Ramaiah Medical College  Bangalore,2017,C-40345,750,775,297,477,774,108,111,219,436,618,1054
 M S Ramaiah Medical College  Bangalore,2018,C-40345,750,797,305,505,810,95,144,239,440,679,1119
 SDM College of Medical Sciences & Hospital  Sattur  Dharwad,2012,C-40399,500,397,271,219,490,20,28,48,294,254,548
 SDM College of Medical Sciences & Hospital  Sattur  Dharwad,2013,C-40399,500,434,223,244,467,39,46,85,269,302,571
 SDM College of Medical Sciences & Hospital  Sattur  Dharwad,2014,C-40399,500,443,214,259,473,51,45,96,275,312,587
 SDM College of Medical Sciences & Hospital  Sattur  Dharwad,2015,C-40399,500,457,279,331,610,62,57,119,351,394,745
 SDM College of Medical Sciences & Hospital  Sattur  Dharwad,2016,C-40399,500,472,296,331,627,68,58,126,373,397,770
 SDM College of Medical Sciences & Hospital  Sattur  Dharwad,2017,C-40399,500,492,214,285,499,61,70,131,284,363,647
 SDM College of Medical Sciences & Hospital  Sattur  Dharwad,2018,C-40399,500,520,223,277,500,50,77,127,279,364,643
 Bangalore Medical College and Research Institute  Bangalore,2012,C-40417,1250,1188,487,263,750,139,113,252,678,426,1104
 Bangalore Medical College and Research Institute  Bangalore,2013,C-40417,1250,1193,624,326,950,243,164,407,943,554,1497
 Bangalore Medical College and Research Institute  Bangalore,2015,C-40417,1250,1241,652,748,1400,186,216,402,895,1025,1920
 Bangalore Medical College and Research Institute  Bangalore,2016,C-40417,1250,1270,980,520,1500,217,229,446,1239,812,2051
 Bangalore Medical College and Research Institute  Bangalore,2017,C-40417,1250,1346,970,530,1500,216,229,445,1221,834,2055
 Bangalore Medical College and Research Institute  Bangalore,2018,C-40417,1250,1461,971,529,1500,232,274,506,1251,854,2105
 Vydehi Institute Of Medical Sciences & Research Centre  Bangalore,2012,C-40421,0,201,348,451,799,154,114,268,515,576,1091
 Vydehi Institute Of Medical Sciences & Research Centre  Bangalore,2013,C-40421,150,369,348,451,799,164,117,281,529,579,1108
 Vydehi Institute Of Medical Sciences & Research Centre  Bangalore,2015,C-40421,450,738,1090,160,1250,179,151,330,1290,318,1608
 Vydehi Institute Of Medical Sciences & Research Centre  Bangalore,2016,C-40421,600,764,564,686,1250,163,167,330,740,870,1610
 Vydehi Institute Of Medical Sciences & Research Centre  Bangalore,2017,C-40421,850,874,483,667,1150,145,154,299,641,837,1478
 Vydehi Institute Of Medical Sciences & Research Centre  Bangalore,2018,C-40421,950,1017,517,733,1250,128,161,289,655,913,1568
 Karnataka Institute of Medical Sciences  Hubli,2012,C-40444,0,213,90,330,420,17,94,111,125,448,573
 Karnataka Institute of Medical Sciences  Hubli,2013,C-40444,150,378,486,314,800,127,48,175,651,381,1032
 Karnataka Institute of Medical Sciences  Hubli,2015,C-40444,450,714,558,342,900,182,83,265,740,425,1165
 Karnataka Institute of Medical Sciences  Hubli,2016,C-40444,600,724,558,342,900,216,81,297,827,450,1277
 Karnataka Institute of Medical Sciences  Hubli,2017,C-40444,800,794,540,360,900,210,69,279,821,458,1279
 Karnataka Institute of Medical Sciences  Hubli,2018,C-40444,850,867,573,379,952,115,63,178,734,463,1197
 Mahadevappa Rampure Medical College  Gulbarga,2012,C-40448,750,654,316,284,600,104,76,180,452,370,822
 Mahadevappa Rampure Medical College  Gulbarga,2013,C-40448,750,654,396,204,600,105,99,204,519,327,846
 Mahadevappa Rampure Medical College  Gulbarga,2015,C-40448,750,658,404,196,600,114,66,180,534,286,820
 Mahadevappa Rampure Medical College  Gulbarga,2016,C-40448,750,663,380,370,750,96,72,168,502,456,958
 St. Johns Medical College  Bangalore,2012,C-40453,0,161,182,203,385,44,85,129,232,311,543
 St. Johns Medical College  Bangalore,2013,C-40453,60,246,181,205,386,61,101,162,247,333,580
 St. Johns Medical College  Bangalore,2015,C-40453,180,408,48,167,215,86,132,218,141,321,462
 St. Johns Medical College  Bangalore,2016,C-40453,240,434,48,167,215,89,130,219,146,319,465
 St. Johns Medical College  Bangalore,2017,C-40453,390,548,210,238,448,87,118,205,304,379,683
 St. Johns Medical College  Bangalore,2018,C-40453,480,660,242,326,568,77,132,209,327,479,806
 JJM Medical College  Davangere,2012,C-40474,1225,1177,124,121,245,72,49,121,196,170,366
 JJM Medical College  Davangere,2013,C-40474,1225,1182,130,115,245,72,44,116,202,159,361
 JJM Medical College  Davangere,2015,C-40474,1225,1211,130,115,245,138,61,199,268,176,444
 JJM Medical College  Davangere,2016,C-40474,1225,1226,116,139,255,69,50,119,185,189,374
 Basaveswara Medical College and Hospital  Chitradurga,2012,C-40477,500,319,270,229,499,4,2,6,274,231,505
 Basaveswara Medical College and Hospital  Chitradurga,2013,C-40477,500,332,261,239,500,11,4,15,272,243,515
 Basaveswara Medical College and Hospital  Chitradurga,2014,C-40477,500,339,256,244,500,11,7,18,267,251,518
 Basaveswara Medical College and Hospital  Chitradurga,2015,C-40477,500,339,206,194,400,14,6,20,220,200,420
 Basaveswara Medical College and Hospital  Chitradurga,2016,C-40477,500,339,273,224,497,8,4,12,281,228,509
 Basaveswara Medical College and Hospital  Chitradurga,2017,C-40477,500,341,294,235,529,5,3,8,299,238,537
 Basaveswara Medical College and Hospital  Chitradurga,2018,C-40477,500,343,332,277,609,5,6,11,337,283,620
 Kempegowda Institute of Medical Sciences  Bangalore,2012,C-40499,0,163,65,280,345,108,126,234,183,421,604
 Kempegowda Institute of Medical Sciences  Bangalore,2013,C-40499,120,288,410,490,900,114,120,234,530,628,1158
 Kempegowda Institute of Medical Sciences  Bangalore,2015,C-40499,360,586,403,547,950,121,109,230,532,674,1206
 Kempegowda Institute of Medical Sciences  Bangalore,2016,C-40499,480,616,266,355,621,104,113,217,383,480,863
 Kempegowda Institute of Medical Sciences  Bangalore,2017,C-40499,630,660,520,678,1198,87,108,195,615,799,1414
 Kempegowda Institute of Medical Sciences  Bangalore,2018,C-40499,630,680,423,386,809,93,117,210,527,517,1044
 Sri Jayadeva Institute of Cardiology  Bangalore,2012,C-40527,0,90,0,0,0,0,0,0,0,0,0
 Sri Jayadeva Institute of Cardiology  Bangalore,2013,C-40527,0,101,70,47,117,109,14,123,187,61,248
 Sri Jayadeva Institute of Cardiology  Bangalore,2015,C-40527,0,123,126,0,126,115,0,115,257,0,257
 Sri Jayadeva Institute of Cardiology  Bangalore,2016,C-40527,0,123,36,50,86,95,16,111,138,68,206
 Sri Jayadeva Institute of Cardiology  Bangalore,2017,C-40527,0,123,45,71,116,98,11,109,145,83,228
 Sri Jayadeva Institute of Cardiology  Bangalore,2018,C-40527,0,123,53,80,133,91,13,104,146,95,241
 Navodaya Medical College  Raichur,2012,C-40585,500,483,48,52,100,31,17,48,86,75,161
 Navodaya Medical College  Raichur,2013,C-40585,500,483,18,66,84,36,19,55,59,93,152
 Navodaya Medical College  Raichur,2014,C-40585,500,483,18,66,84,36,19,55,59,93,152
 Navodaya Medical College  Raichur,2015,C-40585,500,491,18,66,84,18,66,84,41,140,181
 Navodaya Medical College  Raichur,2016,C-40585,500,499,14,43,57,16,11,27,34,58,92
 Navodaya Medical College  Raichur,2017,C-40585,550,557,58,92,150,10,15,25,70,111,181
 Navodaya Medical College  Raichur,2018,C-40585,600,610,72,78,150,27,18,45,104,104,208
 Vijaynagar Institute of Medical Sciences  Bellary,2012,C-40587,0,183,312,188,500,76,52,128,388,240,628
 Vijaynagar Institute of Medical Sciences  Bellary,2013,C-40587,100,284,312,188,500,91,60,151,403,248,651
 Vijaynagar Institute of Medical Sciences  Bellary,2014,C-40587,200,388,455,295,750,86,57,143,563,370,933
 Vijaynagar Institute of Medical Sciences  Bellary,2015,C-40587,300,492,455,295,750,85,56,141,562,369,931
 Vijaynagar Institute of Medical Sciences  Bellary,2016,C-40587,400,495,522,378,900,108,60,168,646,466,1112
 Vijaynagar Institute of Medical Sciences  Bellary,2017,C-40587,550,577,600,300,900,111,54,165,725,384,1109
 Belagavi Institute of Medical Sciences  Belagavi,2012,C-40592,500,331,193,156,349,1,8,9,292,239,531
 Belagavi Institute of Medical Sciences  Belagavi,2013,C-40592,500,351,252,222,474,18,19,37,342,343,685
 Belagavi Institute of Medical Sciences  Belagavi,2015,C-40592,500,360,259,224,483,12,21,33,295,308,603
 Belagavi Institute of Medical Sciences  Belagavi,2016,C-40592,500,360,272,263,535,14,26,40,331,432,763
 Belagavi Institute of Medical Sciences  Belagavi,2017,C-40592,550,415,291,128,419,8,20,28,299,148,447
 Belagavi Institute of Medical Sciences  Belagavi,2018,C-40592,600,470,265,128,393,9,20,29,274,148,422
 Gujarat Adani Institute of Medical Sciences  Bhuj,2012,C-4108,750,450,207,181,388,0,0,0,207,181,388
 Gujarat Adani Institute of Medical Sciences  Bhuj,2013,C-4108,750,450,263,252,515,0,0,0,263,252,515
 Gujarat Adani Institute of Medical Sciences  Bhuj,2014,C-4108,750,462,377,373,750,0,0,0,377,373,750
 Gujarat Adani Institute of Medical Sciences  Bhuj,2015,C-4108,750,479,358,392,750,0,0,0,358,392,750
 Gujarat Adani Institute of Medical Sciences  Bhuj,2016,C-4108,750,505,360,390,750,0,0,0,360,390,750
 Gujarat Adani Institute of Medical Sciences  Bhuj,2017,C-4108,750,548,374,376,750,3,5,8,377,381,758
 Gujarat Adani Institute of Medical Sciences  Bhuj,2018,C-4108,750,591,387,363,750,8,12,20,404,395,799
 Sancheti Institute for Orthpaedics & Rehabilitation  Pune,2012,C-41610,0,10,0,0,0,0,0,0,8,37,45
 Sancheti Institute for Orthpaedics & Rehabilitation  Pune,2013,C-41610,0,15,0,0,0,0,0,0,9,39,48
 Sancheti Institute for Orthpaedics & Rehabilitation  Pune,2014,C-41610,0,18,0,0,0,0,0,0,12,32,44
 Sancheti Institute for Orthpaedics & Rehabilitation  Pune,2015,C-41610,0,21,0,0,0,0,0,0,12,39,51
 Sancheti Institute for Orthpaedics & Rehabilitation  Pune,2016,C-41610,0,24,0,0,0,0,0,0,5,31,36
 Sancheti Institute for Orthpaedics & Rehabilitation  Pune,2017,C-41610,0,24,0,0,0,0,0,0,9,47,56
 Sancheti Institute for Orthpaedics & Rehabilitation  Pune,2018,C-41610,0,24,0,0,0,0,0,0,9,47,56
 Hind Institute of Medical Sciences   Barabanki,2015,C-42360,500,360,364,247,611,28,12,40,521,488,1009
 Hind Institute of Medical Sciences   Barabanki,2016,C-42360,500,372,299,212,511,28,12,40,456,453,909
 Hind Institute of Medical Sciences   Barabanki,2017,C-42360,500,372,292,374,666,0,0,0,292,374,666
 Hind Institute of Medical Sciences   Barabanki,2018,C-42360,500,372,296,366,662,11,17,28,690,823,1513
 Jawaharlal Nehru Medical College  Bhagalpur,2013,C-42780,250,171,170,74,244,5,0,5,175,74,249
 Jawaharlal Nehru Medical College  Bhagalpur,2014,C-42780,250,183,198,95,293,14,2,16,212,97,309
 Jawaharlal Nehru Medical College  Bhagalpur,2015,C-42780,250,192,190,111,301,14,6,20,204,117,321
 Jawaharlal Nehru Medical College  Bhagalpur,2016,C-42780,250,192,138,138,276,22,7,29,160,145,305
 Jawaharlal Nehru Medical College  Bhagalpur,2017,C-42780,300,258,189,157,346,12,7,19,201,164,365
 Jawaharlal Nehru Medical College  Bhagalpur,2018,C-42780,350,324,95,121,216,24,9,33,119,130,249
 Patna Medical College  Patna,2012,C-43236,500,663,500,0,500,374,0,374,1084,0,1084
 Patna Medical College  Patna,2013,C-43236,500,664,560,28,588,403,0,403,1142,28,1170
 Patna Medical College  Patna,2014,C-43236,500,664,452,241,693,256,116,372,858,394,1252
 Patna Medical College  Patna,2015,C-43236,500,664,446,251,697,234,97,331,820,393,1213
 Patna Medical College  Patna,2016,C-43236,500,663,455,293,748,257,93,350,890,427,1317
 Patna Medical College  Patna,2017,C-43236,550,720,484,314,798,232,92,324,878,454,1332
 Patna Medical College  Patna,2018,C-43236,600,797,519,330,849,243,101,344,905,481,1386
 Dr. D Y Patil Medical College  Hospital and Research Centre  Pimpri  Pune,2012,C-43244,150,483,356,409,765,190,109,299,580,541,1121
 Dr. D Y Patil Medical College  Hospital and Research Centre  Pimpri  Pune,2013,C-43244,300,633,366,484,850,196,126,322,597,643,1240
 Dr. D Y Patil Medical College  Hospital and Research Centre  Pimpri  Pune,2014,C-43244,450,815,441,522,963,208,137,345,672,680,1352
 Dr. D Y Patil Medical College  Hospital and Research Centre  Pimpri  Pune,2015,C-43244,600,875,362,443,805,210,129,339,620,608,1228
 Dr. D Y Patil Medical College  Hospital and Research Centre  Pimpri  Pune,2016,C-43244,850,1035,560,737,1297,210,143,353,819,912,1731
 Dr. D Y Patil Medical College  Hospital and Research Centre  Pimpri  Pune,2017,C-43244,950,1164,570,829,1399,214,161,375,826,1031,1857
 Dr. D Y Patil Medical College  Hospital and Research Centre  Pimpri  Pune,2018,C-43244,1050,1298,617,889,1506,191,182,373,852,1110,1962
 Shri Krishna Medical College  Muzzafarpur,2013,C-43249,250,165,108,65,173,0,0,0,108,65,173
 Shri Krishna Medical College  Muzzafarpur,2014,C-43249,250,174,0,0,0,0,0,0,0,0,0
 Shri Krishna Medical College  Muzzafarpur,2015,C-43249,250,183,158,155,313,9,0,9,167,155,322
 Shri Krishna Medical College  Muzzafarpur,2016,C-43249,250,183,400,0,400,21,0,21,421,0,421
 Shri Krishna Medical College  Muzzafarpur,2017,C-43249,300,233,98,128,226,20,0,20,118,128,246
 Shri Krishna Medical College  Muzzafarpur,2018,C-43249,350,283,67,292,359,3,9,12,70,301,371
 Central Institute of Psychiatry  Ranchi,2014,C-43263,0,9,0,0,0,18,4,22,60,49,109
 Central Institute of Psychiatry  Ranchi,2016,C-43263,0,9,0,0,0,19,7,26,54,49,103
 Central Institute of Psychiatry  Ranchi,2017,C-43263,0,9,0,0,0,16,7,23,59,45,104
 Central Institute of Psychiatry  Ranchi,2018,C-43263,0,15,0,0,0,14,5,19,47,42,89
 Rajendra Institute of Medical Sciences  Ranchi,2016,C-43265,510,697,61,77,138,185,90,275,281,183,464
 Rajendra Institute of Medical Sciences  Ranchi,2017,C-43265,570,807,87,58,145,185,90,275,307,164,471
 Rajendra Institute of Medical Sciences  Ranchi,2018,C-43265,630,883,319,371,690,209,96,305,596,496,1092
 Ranchi Instt. Of Neuro-Psychiatry and Allied Sciences Kanke Ranchi,2014,C-43266,0,3,0,0,0,0,3,3,27,31,58
 Ranchi Instt. Of Neuro-Psychiatry and Allied Sciences Kanke Ranchi,2015,C-43266,0,3,0,0,0,2,0,2,20,25,45
 Ranchi Instt. Of Neuro-Psychiatry and Allied Sciences Kanke Ranchi,2016,C-43266,0,3,0,0,0,1,1,2,9,26,35
 Ranchi Instt. Of Neuro-Psychiatry and Allied Sciences Kanke Ranchi,2017,C-43266,0,3,0,0,0,0,2,2,15,29,44
 Ranchi Instt. Of Neuro-Psychiatry and Allied Sciences Kanke Ranchi,2018,C-43266,0,3,0,0,0,1,2,3,16,28,44
 Karuna Medical College  Palakkad,2012,C-43276,500,325,149,294,443,0,0,0,149,294,443
 Karuna Medical College  Palakkad,2013,C-43276,500,330,149,294,443,0,0,0,149,294,443
 Karuna Medical College  Palakkad,2014,C-43276,500,330,171,329,500,0,0,0,171,329,500
